1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
847.0,1081.0,0.0,None,4,1Fam,None,None,0.0,0.0,None,None,0,0,None,847.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,434.0,2,TA,Fin,TA,BuiltIn,2003.0,1928.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8200.0,Inside,65.0,Reg,0.0,60,RL,0.0,None,None,0.0,7,CollgCr,48.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,847.0,AllPub,100.0,2003,2004,2007,219500.0
914.0,0.0,0.0,None,2,1Fam,TA,Av,298.0,0.0,GLQ,Unf,0,0,Gd,572.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,1,Typ,576.0,2,TA,Unf,TA,Detchd,1998.0,914.0,0,GasA,Ex,SFoyer,1,TA,Lvl,Gtl,8846.0,CulDSac,57.0,IR1,0.0,85,RL,0.0,None,None,0.0,7,CollgCr,0.0,5,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,870.0,AllPub,0.0,1996,1996,2006,148000.0
1007.0,793.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,982.0,Y,RRAn,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,463.0,2,TA,Fin,TA,Attchd,2000.0,1800.0,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,8123.0,Inside,60.0,IR1,0.0,60,RL,16.0,BrkFace,None,0.0,6,Gilbert,63.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,982.0,AllPub,100.0,2000,2000,2009,179000.0
1301.0,0.0,0.0,Pave,2,1Fam,None,None,0.0,0.0,None,None,1,0,None,1293.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,572.0,2,TA,RFn,TA,Attchd,2006.0,1301.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7200.0,Inside,60.0,Reg,0.0,20,FV,0.0,None,None,0.0,8,Somerst,121.0,5,7,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,5,1293.0,AllPub,216.0,2006,2006,2006,187750.0
939.0,858.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,939.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,639.0,2,TA,RFn,TA,Attchd,2006.0,1797.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9245.0,Inside,79.0,IR1,0.0,60,RL,0.0,None,None,0.0,4,CollgCr,53.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,939.0,AllPub,144.0,2006,2006,2007,213500.0
1125.0,0.0,0.0,None,3,1Fam,TA,Av,631.0,0.0,ALQ,Unf,1,0,TA,410.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,GdWo,Fa,1,CBlock,1,Typ,352.0,1,TA,Unf,TA,Detchd,1977.0,1125.0,0,GasA,Ex,SLvl,1,TA,Lvl,Gtl,7200.0,Inside,72.0,Reg,0.0,80,RL,255.0,BrkFace,None,0.0,10,Edwards,0.0,6,6,Y,0.0,None,CompShg,Hip,Abnorml,WD,0.0,Pave,6,1041.0,AllPub,296.0,1976,1976,2009,125000.0
1479.0,0.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1468.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,577.0,2,TA,RFn,TA,Attchd,1999.0,1479.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9382.0,CulDSac,93.0,IR1,0.0,20,RL,125.0,BrkFace,None,0.0,7,CollgCr,25.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1468.0,AllPub,120.0,1999,2000,2008,191000.0
735.0,299.0,0.0,None,2,1Fam,None,None,0.0,0.0,None,None,0,0,None,735.0,Y,Norm,Norm,FuseA,0.0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,240.0,1,TA,Unf,TA,Detchd,1940.0,1034.0,0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,10134.0,Inside,60.0,Reg,0.0,50,RL,0.0,None,None,0.0,7,OldTown,39.0,6,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,735.0,AllPub,0.0,1940,1950,2007,109000.0
1144.0,0.0,0.0,None,3,1Fam,TA,Av,739.0,0.0,BLQ,Unf,1,0,TA,405.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,596.0,1,TA,Unf,TA,Attchd,1956.0,1144.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9571.0,Inside,68.0,Reg,0.0,20,RL,0.0,None,None,0.0,6,Edwards,0.0,6,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1144.0,AllPub,44.0,1956,1956,2010,129000.0
894.0,0.0,0.0,None,2,1Fam,TA,Av,777.0,0.0,Rec,Unf,0,0,TA,117.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,600.0,2,TA,RFn,TA,Detchd,1985.0,894.0,0,GasA,TA,1Story,1,TA,Low,Gtl,7200.0,Inside,60.0,Reg,0.0,20,RL,0.0,None,None,0.0,9,CollgCr,0.0,5,5,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,894.0,AllPub,215.0,1972,1972,2009,123000.0
876.0,936.0,0.0,None,4,1Fam,TA,No,540.0,0.0,ALQ,Unf,0,0,TA,324.0,Y,PosN,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,TA,1,CBlock,2,Typ,264.0,1,TA,RFn,TA,Attchd,1962.0,1812.0,0,GasA,TA,2Story,1,TA,Lvl,Gtl,7590.0,Inside,69.0,Reg,0.0,60,RL,288.0,BrkFace,None,0.0,7,NAmes,168.0,5,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,864.0,AllPub,0.0,1962,1962,2007,169500.0
1112.0,438.0,0.0,None,2,1Fam,TA,No,812.0,0.0,GLQ,Unf,1,0,Gd,280.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,CemntBd,CmentBd,None,None,0,PConc,2,Typ,438.0,2,TA,Fin,TA,Attchd,2007.0,1550.0,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8125.0,Inside,65.0,Reg,0.0,60,FV,100.0,Stone,None,0.0,10,Somerst,168.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,1092.0,AllPub,0.0,2006,2007,2009,241000.0
1310.0,0.0,0.0,None,3,1Fam,TA,Av,24.0,0.0,GLQ,Unf,0,0,Gd,1286.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,400.0,2,TA,Fin,TA,Attchd,2005.0,1310.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8767.0,Inside,65.0,IR1,0.0,20,RL,0.0,None,None,0.0,7,CollgCr,0.0,5,7,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,6,1310.0,AllPub,0.0,2005,2005,2006,164990.0
806.0,766.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,806.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,TA,1,PConc,2,Typ,373.0,2,TA,Fin,TA,BuiltIn,1995.0,1572.0,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,10364.0,Inside,101.80373274099529,IR1,0.0,60,RL,0.0,None,None,0.0,5,Gilbert,40.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,806.0,AllPub,0.0,1995,1996,2007,168000.0
1620.0,0.0,0.0,None,3,1Fam,TA,No,1116.0,0.0,BLQ,Unf,1,0,TA,165.0,Y,Feedr,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,GdWo,TA,1,CBlock,2,Min1,490.0,2,TA,Unf,TA,Attchd,1993.0,1620.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,9991.0,Corner,99.9549898704412,IR1,0.0,20,RL,0.0,None,None,0.0,6,Sawyer,78.0,4,4,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,1281.0,AllPub,120.0,1976,1993,2009,150000.0
1050.0,1028.0,0.0,None,3,1Fam,TA,No,789.0,0.0,GLQ,Unf,1,0,Ex,245.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,836.0,3,TA,Fin,TA,Attchd,2008.0,2078.0,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,10800.0,Inside,85.0,Reg,0.0,60,FV,100.0,Stone,None,0.0,4,Somerst,102.0,5,8,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,8,1034.0,AllPub,0.0,2007,2008,2008,339750.0
1340.0,0.0,0.0,None,3,1Fam,TA,Av,24.0,0.0,GLQ,Unf,0,0,Gd,1316.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,396.0,2,TA,Fin,TA,Attchd,2007.0,1340.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8899.0,Inside,73.0,IR1,0.0,20,RL,0.0,None,None,0.0,8,Gilbert,30.0,5,7,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,6,1340.0,AllPub,100.0,2007,2007,2007,181134.0
672.0,728.0,0.0,None,3,1Fam,TA,No,209.0,0.0,ALQ,Unf,0,0,TA,463.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,None,TA,1,CBlock,1,Typ,440.0,2,TA,Fin,TA,Attchd,1978.0,1400.0,1,GasA,TA,2Story,1,TA,Lvl,Gtl,7844.0,Inside,74.0,Reg,0.0,60,RL,203.0,BrkFace,None,0.0,3,Sawyer,0.0,7,6,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,672.0,AllPub,0.0,1978,1978,2006,149500.0
756.0,378.0,0.0,None,3,1Fam,TA,No,312.0,0.0,ALQ,Unf,1,0,TA,444.0,N,Norm,Norm,FuseF,0.0,TA,TA,MetalSd,MetalSd,None,None,0,BrkTil,1,Typ,240.0,1,TA,Unf,TA,Detchd,1940.0,1134.0,1,GasA,Fa,1.5Fin,1,TA,Lvl,Gtl,8160.0,Inside,60.0,Reg,0.0,50,RL,0.0,None,None,0.0,4,Edwards,0.0,6,5,P,0.0,None,CompShg,Gable,AdjLand,WD,0.0,Pave,7,756.0,AllPub,0.0,1940,1950,2007,126000.0
1196.0,0.0,0.0,None,2,1Fam,TA,No,616.0,0.0,LwQ,Unf,1,0,Gd,580.0,Y,Norm,Norm,FuseA,0.0,TA,TA,Wd Sdng,Wd Sdng,None,Gd,1,CBlock,1,Typ,297.0,1,TA,RFn,TA,Attchd,1956.0,1196.0,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,9000.0,Inside,72.0,Reg,0.0,20,RL,74.0,BrkFace,None,0.0,5,NAmes,44.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1196.0,AllPub,0.0,1956,1956,2008,139000.0
907.0,0.0,0.0,None,3,1Fam,TA,No,288.0,0.0,Rec,Unf,0,0,TA,619.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,352.0,1,TA,Unf,TA,Detchd,1964.0,907.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8593.0,Inside,77.0,IR1,0.0,20,RL,0.0,None,None,0.0,7,NAmes,0.0,6,4,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,5,907.0,AllPub,0.0,1957,1957,2008,109008.0
1208.0,0.0,0.0,None,2,1Fam,TA,No,664.0,0.0,GLQ,Unf,1,0,Gd,544.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,628.0,2,TA,RFn,TA,Attchd,2007.0,1208.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6762.0,Inside,64.0,Reg,0.0,20,RL,108.0,BrkFace,None,0.0,9,CollgCr,54.0,5,7,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,6,1208.0,AllPub,105.0,2007,2007,2007,195400.0
926.0,678.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,926.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,470.0,2,TA,Fin,TA,Attchd,1997.0,1604.0,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,10839.0,Corner,100.0,IR1,0.0,60,RL,0.0,None,None,0.0,7,Gilbert,36.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,926.0,AllPub,0.0,1997,1998,2008,181000.0
1128.0,445.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1078.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,Gd,1,PConc,2,Typ,360.0,2,TA,Unf,TA,Detchd,1930.0,1573.0,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,6240.0,Inside,52.0,Reg,0.0,50,RM,0.0,None,None,0.0,6,BrkSide,0.0,7,5,P,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,1078.0,AllPub,0.0,1930,1992,2008,162900.0
1258.0,0.0,0.0,None,2,TwnhsE,None,None,0.0,0.0,None,None,0,0,None,1258.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,WdShing,Wd Shng,None,Gd,1,PConc,2,Typ,648.0,3,TA,Fin,TA,Attchd,2007.0,1258.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3922.0,Inside,53.0,Reg,0.0,120,RL,72.0,BrkFace,None,0.0,6,Blmngtn,16.0,5,7,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,6,1258.0,AllPub,144.0,2006,2007,2007,172500.0
933.0,975.0,0.0,None,4,1Fam,TA,No,642.0,0.0,GLQ,Unf,1,0,Gd,273.0,Y,Norm,Norm,SBrkr,0.0,Gd,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,493.0,2,TA,Unf,TA,Attchd,1994.0,1908.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8750.0,Inside,70.0,Reg,0.0,60,RL,0.0,None,None,0.0,7,CollgCr,133.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,915.0,AllPub,144.0,1994,1995,2008,210000.0
1689.0,0.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1436.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,1,Typ,480.0,2,TA,Unf,TA,Attchd,1956.0,1689.0,0,GasA,Fa,1Story,1,TA,Lvl,Gtl,9855.0,Corner,73.0,Reg,0.0,20,RL,0.0,None,None,0.0,11,Edwards,0.0,5,6,Y,0.0,None,CompShg,Hip,Normal,COD,0.0,Pave,7,1436.0,AllPub,0.0,1956,1956,2009,127500.0
956.0,930.0,0.0,None,4,1Fam,None,None,0.0,0.0,None,None,0,0,None,930.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,431.0,2,TA,Fin,TA,Attchd,1998.0,1886.0,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,11214.0,Corner,105.89617556833672,IR1,0.0,60,RL,0.0,None,None,0.0,7,Gilbert,0.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,10,930.0,AllPub,89.0,1998,1999,2006,199900.0
780.0,596.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,780.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,Gd,1,BrkTil,2,Typ,198.0,1,TA,Unf,TA,Detchd,1937.0,1376.0,0,GasA,TA,1.5Fin,1,TA,Bnk,Gtl,8600.0,Inside,50.0,Reg,0.0,50,RM,0.0,None,None,0.0,6,IDOTRR,0.0,6,6,N,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,780.0,AllPub,0.0,1937,1950,2006,119500.0
888.0,868.0,0.0,None,3,1Fam,TA,No,742.0,0.0,ALQ,Unf,1,0,Ex,130.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,422.0,2,TA,Fin,TA,Attchd,1996.0,1756.0,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,9303.0,Corner,96.45206063117573,IR1,0.0,60,RL,42.0,BrkFace,None,0.0,7,Timber,122.0,5,6,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,7,872.0,AllPub,144.0,1996,1997,2007,204000.0
786.0,804.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,768.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,676.0,2,TA,RFn,TA,Attchd,2008.0,1590.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9000.0,Inside,75.0,Reg,0.0,60,FV,0.0,None,None,0.0,6,Somerst,30.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,768.0,AllPub,0.0,2008,2008,2009,210000.0
1242.0,0.0,0.0,None,3,1Fam,TA,No,916.0,0.0,ALQ,Unf,0,0,TA,326.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,None,TA,1,CBlock,1,Typ,528.0,2,TA,Unf,TA,Attchd,1973.0,1242.0,1,GasA,Fa,1Story,1,TA,Lvl,Gtl,9600.0,Inside,80.0,Reg,0.0,20,RL,320.0,BrkFace,None,0.0,9,NWAmes,0.0,6,7,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,1242.0,AllPub,0.0,1973,1973,2007,175500.0
833.0,833.0,0.0,Grvl,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,588.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,Stucco,Wd Shng,MnPrv,Gd,1,PConc,1,Typ,228.0,1,TA,Unf,TA,Detchd,1925.0,1666.0,0,GasA,Fa,2Story,1,Gd,Lvl,Gtl,5100.0,Inside,71.4142842854285,Reg,0.0,70,RM,0.0,None,None,0.0,6,OldTown,63.0,7,8,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,7,588.0,AllPub,192.0,1925,1996,2008,161000.0
832.0,1103.0,0.0,None,3,1Fam,TA,No,544.0,0.0,GLQ,Unf,1,0,Gd,288.0,Y,RRAn,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,552.0,2,TA,Fin,TA,BuiltIn,2009.0,1935.0,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,8004.0,Inside,75.0,IR1,0.0,60,FV,110.0,Stone,None,0.0,12,Somerst,150.0,5,8,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,8,832.0,AllPub,0.0,2009,2009,2009,263435.0
849.0,811.0,0.0,None,3,1Fam,TA,No,326.0,0.0,LwQ,Unf,0,0,TA,389.0,Y,Norm,Norm,FuseA,0.0,TA,TA,Stucco,Stucco,None,Gd,1,CBlock,1,Typ,240.0,1,TA,Unf,TA,Detchd,1939.0,1660.0,1,GasA,Fa,2Story,1,TA,HLS,Mod,11988.0,Inside,74.0,IR1,0.0,70,RL,0.0,None,None,0.0,8,Crawfor,0.0,7,6,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,715.0,AllPub,0.0,1934,1995,2008,188700.0
1414.0,0.0,0.0,None,2,TwnhsE,None,None,0.0,0.0,None,None,0,0,None,1375.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,398.0,2,TA,Fin,TA,Attchd,2004.0,1414.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3072.0,Inside,55.42562584220408,Reg,0.0,120,RM,18.0,BrkFace,None,0.0,5,Blmngtn,20.0,5,7,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,1375.0,AllPub,144.0,2004,2004,2006,178740.0
888.0,756.0,0.0,None,3,1Fam,TA,No,386.0,0.0,LwQ,Unf,0,0,TA,342.0,Y,Artery,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,Gd,2,CBlock,1,Typ,312.0,1,TA,Unf,TA,Attchd,1942.0,1644.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9480.0,Inside,79.0,Reg,0.0,70,RL,224.0,Stone,None,0.0,6,NAmes,0.0,7,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,728.0,AllPub,168.0,1942,1995,2007,146500.0
1634.0,0.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1626.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,866.0,3,TA,RFn,TA,Attchd,2006.0,1634.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11428.0,Inside,98.0,IR1,0.0,20,RL,248.0,Stone,None,0.0,5,NridgHt,44.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,1626.0,AllPub,0.0,2006,2006,2007,250000.0
832.0,878.0,0.0,None,3,1Fam,TA,No,426.0,0.0,GLQ,Unf,0,0,Gd,406.0,Y,RRNe,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,None,None,0,PConc,2,Typ,506.0,2,TA,RFn,TA,Attchd,1993.0,1710.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9291.0,Corner,76.0,IR1,0.0,60,RL,120.0,BrkFace,None,0.0,6,SawyerW,70.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,832.0,AllPub,144.0,1993,1993,2008,187000.0
1652.0,0.0,0.0,None,2,TwnhsE,TA,Av,1196.0,0.0,GLQ,Unf,1,0,Gd,298.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,CemntBd,CmentBd,None,None,0,PConc,2,Typ,499.0,2,TA,RFn,TA,Attchd,2000.0,1652.0,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,5330.0,Inside,41.0,Reg,0.0,120,RL,0.0,None,None,0.0,8,StoneBr,48.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1494.0,AllPub,96.0,2000,2000,2007,251000.0
1493.0,0.0,0.0,None,3,1Fam,TA,Gd,994.0,0.0,GLQ,Unf,1,0,Gd,484.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,508.0,2,TA,Fin,TA,Attchd,1997.0,1493.0,0,GasA,Ex,1Story,1,Gd,Lvl,Mod,13125.0,Inside,75.0,Reg,0.0,20,RL,215.0,BrkFace,None,0.0,4,CollgCr,39.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,1478.0,AllPub,140.0,1997,1998,2008,208900.0
1718.0,0.0,0.0,None,3,1Fam,TA,Gd,1288.0,0.0,GLQ,Unf,1,0,Ex,417.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,826.0,3,TA,RFn,TA,Attchd,2007.0,1718.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10637.0,Inside,79.0,Reg,0.0,20,RL,336.0,Stone,None,0.0,9,CollgCr,44.0,5,8,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,7,1705.0,AllPub,208.0,2007,2008,2009,297000.0
1216.0,0.0,0.0,None,2,Twnhs,TA,No,897.0,0.0,GLQ,Unf,1,0,Ex,319.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,402.0,2,TA,Unf,TA,Attchd,1998.0,1216.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,4500.0,FR2,32.0,Reg,0.0,120,RM,116.0,BrkFace,None,0.0,5,Mitchel,125.0,5,6,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,5,1216.0,AllPub,0.0,1998,1998,2006,164000.0
999.0,0.0,0.0,None,3,1Fam,TA,No,588.0,0.0,ALQ,Unf,1,0,TA,411.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,HdBoard,Plywood,None,None,0,CBlock,1,Typ,264.0,1,TA,Unf,TA,Detchd,1963.0,999.0,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,7758.0,Corner,88.07950953541918,IR1,0.0,20,RL,0.0,None,None,0.0,3,Sawyer,132.0,7,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,999.0,AllPub,0.0,1962,2001,2007,132500.0
1073.0,0.0,0.0,None,3,1Fam,TA,No,836.0,0.0,ALQ,Unf,1,0,TA,237.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,515.0,2,TA,RFn,TA,Attchd,1965.0,1073.0,1,GasA,TA,1Story,1,TA,Lvl,Gtl,10289.0,Inside,79.0,Reg,0.0,20,RL,168.0,BrkFace,None,0.0,6,NAmes,0.0,7,5,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,1073.0,AllPub,0.0,1965,1965,2007,156000.0
728.0,728.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,728.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,429.0,2,TA,RFn,TA,Attchd,2006.0,1456.0,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,15578.0,Corner,105.0,IR1,0.0,60,RL,0.0,None,None,0.0,5,Gilbert,0.0,5,6,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,8,728.0,AllPub,0.0,2006,2006,2006,172785.0
